name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Amsterdam,2023-06-01,15.3,10.8,12.4,15.3,10.8,12.4,8.5,77.3,0,0,0,,0,0,38.7,24.1,20.4,1024,94.9,29.9,102.6,8.4,5,,2023-06-01T05:24:46,2023-06-01T21:52:22,0.41,Overcast,Cloudy skies throughout the day.,cloudy,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,remote,06269099999,06257099999"
Amsterdam,2023-06-02,18.5,10.2,13.4,18.5,10.2,13.4,8.1,70.5,0,0,0,,0,0,35.6,19.2,17.9,1022.7,74.4,29,186,15.9,10,,2023-06-02T05:23:56,2023-06-02T21:53:29,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Amsterdam,2023-06-03,20.5,10.1,16.1,20.5,10.1,16.1,6.7,57.6,0,0,0,,0,0,42.3,26.7,44.9,1022.5,10.1,39.2,313,27.2,8,,2023-06-03T05:23:09,2023-06-03T21:54:33,0.48,Clear,Clear conditions throughout the day.,clear-day,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Amsterdam,2023-06-04,19.9,11.3,15.4,19.9,11.3,15.4,8.7,65.1,0,0,0,,0,0,36,22.1,34.1,1023.2,13.4,37.8,293.5,25.3,8,,2023-06-04T05:22:26,2023-06-04T21:55:35,0.5,Clear,Clear conditions throughout the day.,clear-day,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Amsterdam,2023-06-05,17.9,9.9,13.8,17.9,8.1,13.7,9.3,75.1,0,0,0,,0,0,34.4,20.1,24.7,1023.1,18.7,35.9,279.5,24.2,8,,2023-06-05T05:21:45,2023-06-05T21:56:35,0.54,Clear,Clear conditions throughout the day.,clear-day,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Amsterdam,2023-06-06,19.4,9.8,14.5,19.4,8.3,14.4,10,75.5,0,0,0,,0,0,36.1,24.1,26.4,1021.9,26.4,29.9,296.4,25.6,8,,2023-06-06T05:21:07,2023-06-06T21:57:32,0.58,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Amsterdam,2023-06-07,20.4,10.5,15,20.4,10.5,15,10.5,75.6,0,0,0,,0,0,34,21.4,34.2,1021.4,39.5,24.9,275,23.9,8,,2023-06-07T05:20:33,2023-06-07T21:58:27,0.62,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Amsterdam,2023-06-08,22.5,11.1,16.3,22.5,11.1,16.3,11.1,72.8,0,0,0,,0,0,39.2,27.4,38.7,1018.3,36.9,23.7,285,24.6,8,,2023-06-08T05:20:01,2023-06-08T21:59:19,0.65,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
Amsterdam,2023-06-09,27.9,13.2,20.1,27.8,13.2,20.1,12.8,65.2,0,0,0,,0,0,36,24.2,52.8,1015,5.5,29.8,296.8,25.9,8,,2023-06-09T05:19:33,2023-06-09T22:00:09,0.69,Clear,Clear conditions throughout the day.,clear-day,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Amsterdam,2023-06-10,27.8,17.8,22.8,27.4,17.8,22.7,11.8,51.6,0,0,0,,0,0,35.1,24.2,60.3,1015.6,0.4,37,299.3,25.8,8,,2023-06-10T05:19:08,2023-06-10T22:00:56,0.75,Clear,Clear conditions throughout the day.,clear-day,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
