name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Amsterdam,2010-06-01,16.2,6.4,11.8,16.2,5.4,11.6,9.1,84.3,0,0,0,,0,0,28,13.9,293.5,1017,53.4,9.7,202.1,17.4,6,,2010-06-01T05:24:34,2010-06-01T21:52:28,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2010-06-02,19.6,9,14.6,19.6,8.1,14.4,8.6,70.5,0,0,0,,0,0,38.4,23.9,353.9,1019.7,32.7,20.8,350.3,30.4,9,,2010-06-02T05:23:44,2010-06-02T21:53:34,0.68,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2010-06-03,20.2,8.8,15.2,20.2,7.6,15,8.6,66.3,0,0,0,,0,0,31.9,21.2,32.2,1022.9,6.3,28.2,352.9,30.5,9,,2010-06-03T05:22:58,2010-06-03T21:54:38,0.71,Clear,Clear conditions throughout the day.,clear-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2010-06-04,21,9.6,16.1,21,8.3,16,9.4,66.2,0,0,0,,0,0,31.4,19,53.8,1021.9,4.2,26.6,351,30.2,9,,2010-06-04T05:22:15,2010-06-04T21:55:40,0.74,Clear,Clear conditions throughout the day.,clear-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2010-06-05,25.2,10.6,18.2,25.2,10.6,18.2,10.5,63.8,0,0,0,,0,0,27.5,13.6,62.7,1019.7,9,22.9,339.7,29.1,9,,2010-06-05T05:21:35,2010-06-05T21:56:39,0.75,Clear,Clear conditions throughout the day.,clear-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2010-06-06,23.6,14.5,18.1,23.6,14.5,18.1,13.1,74.3,1.898,100,4.17,rain,0,0,34.5,18.9,267.2,1012,80.3,15,149.2,12.9,6,,2010-06-06T05:20:57,2010-06-06T21:57:36,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2010-06-07,15.9,11.9,14.4,15.9,11.9,14.4,11.9,85.5,0.689,100,4.17,rain,0,0,42.4,27.5,262.9,1010.5,90.1,9.5,287,24.9,8,,2010-06-07T05:20:23,2010-06-07T21:58:30,0.84,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2010-06-08,21.7,11.7,16,21.7,11.7,16,13.1,84.2,10.774,100,8.33,rain,0,0,54.5,20,119.9,1005.8,90.8,10.9,225.2,19.5,8,,2010-06-08T05:19:52,2010-06-08T21:59:22,0.87,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2010-06-09,19.5,15.1,17,19.5,15.1,17,15.4,90.4,6.935,100,16.67,rain,0,0,23.4,14.3,127.3,1005.7,98.6,8.5,134.4,11.7,5,,2010-06-09T05:19:24,2010-06-09T22:00:11,0.9,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2010-06-10,19.8,15.5,17.7,19.8,15.5,17.7,16.3,91.9,1.611,100,16.67,rain,0,0,26.9,16.5,42.6,1005.8,98.9,5.2,127.2,11,4,,2010-06-10T05:19:00,2010-06-10T22:00:58,0.93,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2010-06-11,18.2,12.3,16,18.2,12.3,16,14.6,91.4,0.153,100,4.17,rain,0,0,49.2,31.7,252.4,1005.7,95.5,9.4,257.3,22.2,8,,2010-06-11T05:18:38,2010-06-11T22:01:41,0.97,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
