name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Amsterdam,2013-06-01,12.6,9,10.6,12.6,5.7,9.1,8.3,86.4,0,0,0,,0,0,38.5,27.5,333.5,1018.6,81.8,14.6,,,,,2013-06-01T05:24:21,2013-06-01T21:52:45,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2013-06-02,15.5,6.3,11.4,15.5,4.6,10.8,6.8,74.4,0,0,0,,0,0,34.9,21.3,329,1026.1,12.2,27.1,,,,,2013-06-02T05:23:33,2013-06-02T21:53:51,0.78,Clear,Clear conditions throughout the day.,clear-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2013-06-03,13.6,7,10.6,13.6,5.2,9.9,6,74.3,0,0,0,,0,0,37.4,25.1,6.9,1029.9,50.9,31.6,,,,,2013-06-03T05:22:48,2013-06-03T21:54:54,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2013-06-04,19.5,7.8,13.7,19.5,5.7,13.1,8.6,72.4,0,0,0,,0,0,32.4,22.4,11.8,1025.1,42.2,25.2,,,,,2013-06-04T05:22:05,2013-06-04T21:55:55,0.85,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2013-06-05,20.2,9.1,14.9,20.2,7.6,14.6,9.4,70.8,0,0,0,,0,0,28.9,21.1,26.7,1020.3,7.2,30.5,,,,,2013-06-05T05:21:26,2013-06-05T21:56:54,0.89,Clear,Clear conditions throughout the day.,clear-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2013-06-06,22.8,10.5,16.1,22.8,10.5,16.1,11.1,73.9,0,0,0,,0,0,31.3,21.5,26.3,1020.7,11.6,21.6,,,,,2013-06-06T05:20:49,2013-06-06T21:57:50,0.92,Clear,Clear conditions throughout the day.,clear-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2013-06-07,22.1,11.2,16.1,22.1,11.2,16.1,11.3,74.6,0,0,0,,0,0,37.6,26.4,22.7,1022,10.5,19.4,,,,,2013-06-07T05:20:16,2013-06-07T21:58:44,0.96,Clear,Clear conditions throughout the day.,clear-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2013-06-08,17.4,10.5,13.5,17.4,10.5,13.5,8.9,74.4,0,0,0,,0,0,41.5,28.2,30,1020.1,33.8,28.3,,,,,2013-06-08T05:19:46,2013-06-08T21:59:35,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2013-06-09,14.9,10.6,12.3,14.9,10.6,12.3,7.6,73.5,0,0,0,,0,0,37.6,24.4,26.6,1014.9,92.3,36.2,,,,,2013-06-09T05:19:19,2013-06-09T22:00:23,0.03,Overcast,Cloudy skies throughout the day.,cloudy,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2013-06-10,14.7,10.2,12.4,14.7,10.2,12.4,6.9,69.6,0,0,0,,0,0,26.8,16.5,352.2,1014.6,95.2,32.6,,,,,2013-06-10T05:18:55,2013-06-10T22:01:09,0.06,Overcast,Cloudy skies throughout the day.,cloudy,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
