name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Amsterdam,2014-06-01,16.8,8.3,13.4,16.8,7.7,13.3,8.5,73.6,0,0,0,,0,0,22.1,15.5,321.5,1021.8,34.9,14.6,306,26.5,8,,2014-06-01T05:24:34,2014-06-01T21:52:29,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2014-06-02,19,8.3,13.9,19,7.2,13.7,9.5,76.4,0,0,0,,0,0,22,18.8,25.5,1018.9,24.2,14,346,30,9,,2014-06-02T05:23:45,2014-06-02T21:53:36,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2014-06-03,20,7.7,14.8,20,7.7,14.7,10.8,78.5,0,0,0,,0,0,18,14.8,219.3,1014.3,34.5,10,263.5,22.6,8,,2014-06-03T05:22:59,2014-06-03T21:54:39,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2014-06-04,17.4,12.3,15.1,17.4,12.3,15.1,13.2,88.6,2.455,100,12.5,rain,0,0,28.6,26.6,169.2,1005.7,42.6,9.8,142.3,12.2,5,,2014-06-04T05:22:16,2014-06-04T21:55:41,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2014-06-05,15.9,9.3,13.2,15.9,6.8,13.1,9.1,77,5.081,100,12.5,rain,0,0,49.7,36.1,227.4,1008.6,51.7,17.8,240.9,20.8,7,,2014-06-05T05:21:36,2014-06-05T21:56:40,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2014-06-06,21.3,8.2,15.7,21.3,7,15.5,8.8,65.9,0,0,0,,0,0,19.1,16.9,169.1,1015.4,6.8,30.2,345.4,29.7,9,,2014-06-06T05:20:59,2014-06-06T21:57:37,0.28,Clear,Clear conditions throughout the day.,clear-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2014-06-07,26.5,12.9,19.7,26.5,12.9,19.7,14.1,71.1,0.136,100,4.17,rain,0,0,23.1,19,60.3,1013.7,43,24.3,220.9,19.1,7,,2014-06-07T05:20:25,2014-06-07T21:58:31,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2014-06-08,23.6,15.4,19.1,23.6,15.4,19.1,15.1,79.2,0.797,100,8.33,rain,0,0,23.7,16.7,18.3,1018.1,32.6,16.8,178.9,15.6,4,,2014-06-08T05:19:54,2014-06-08T21:59:23,0.35,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain in the morning and afternoon.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2014-06-09,26.2,16.1,21.3,26.2,16.1,21.3,17.5,79.9,0.034,100,8.33,rain,0,0,19.6,19.4,68.1,1016.9,62.4,16.8,187.4,16,6,,2014-06-09T05:19:26,2014-06-09T22:00:12,0.38,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2014-06-10,23.6,16,19.7,23.6,16,19.7,16.4,81.8,2.165,100,12.5,rain,0,0,38.2,32.5,234,1017.6,36.9,13.6,219.9,19,8,,2014-06-10T05:19:01,2014-06-10T22:00:59,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
