name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Amsterdam,2015-06-01,15.7,7.4,12.2,15.7,5.2,11.8,5.8,65.9,1.823,100,8.33,rain,0,0,43.2,27.1,236.9,1013.8,44.2,17.3,214.3,18.6,9,,2015-06-01T05:24:47,2015-06-01T21:52:13,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2015-06-02,16.6,11.2,14.2,16.6,11.2,14.2,10.6,79.5,0.825,100,16.67,rain,0,0,75.3,50.7,207.2,1007.4,83.1,16.7,196.5,17,6,,2015-06-02T05:23:58,2015-06-02T21:53:20,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2015-06-03,16.9,10.8,14.5,16.9,10.8,14.5,9.5,72.3,0.043,100,4.17,rain,0,0,70.2,43.7,258.6,1019.1,43.3,14.9,322.3,27.7,8,,2015-06-03T05:23:11,2015-06-03T21:54:25,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2015-06-04,20.9,7.6,15,20.9,7.6,14.9,8.5,68.6,0.014,100,4.17,rain,0,0,33.7,20.3,91.7,1026.6,5.1,20.7,337.1,29.1,9,,2015-06-04T05:22:27,2015-06-04T21:55:27,0.56,Rain,Clear conditions throughout the day with early morning rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2015-06-05,30.9,12,20.2,31.1,12,20.2,13.6,68.8,1.629,100,4.17,rain,0,0,45.5,21.1,132.6,1017.2,18.3,24.2,277.9,24,9,,2015-06-05T05:21:46,2015-06-05T21:56:27,0.6,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2015-06-06,18.3,12.8,15.5,18.3,12.8,15.5,8.8,65.6,0.664,100,4.17,rain,0,0,39.2,28.1,259.2,1022.1,34.6,19,356.4,30.9,9,,2015-06-06T05:21:08,2015-06-06T21:57:24,0.63,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2015-06-07,16.9,9.7,13.5,16.9,8.4,13.4,7.7,69.3,0,0,0,,0,0,32.4,21.8,299.7,1029.6,16.7,18.5,356.1,30.8,9,,2015-06-07T05:20:33,2015-06-07T21:58:19,0.67,Clear,Clear conditions throughout the day.,clear-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2015-06-08,16.2,7.5,12.1,16.2,6.1,11.7,6.4,69.1,0,0,0,,0,0,44.2,26,12.4,1031.6,33.6,17.9,311.5,26.7,9,,2015-06-08T05:20:02,2015-06-08T21:59:11,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2015-06-09,13.9,9.8,11.6,13.9,7.6,11.3,5.9,68.5,0,0,0,,0,0,36,23.5,21.5,1031,68.4,15.9,334.8,29,9,,2015-06-09T05:19:33,2015-06-09T22:00:01,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2015-06-10,19.6,9,14.5,19.6,6.8,14,8.9,70.8,0,0,0,,0,0,40.5,28.8,33.4,1027.9,31,16.5,351.2,30.4,9,,2015-06-10T05:19:08,2015-06-10T22:00:48,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2015-06-11,23,10.9,17.1,23,10.9,17.1,8.7,59.6,0,0,0,,0,0,36.9,27.3,54.6,1021,2.9,32.5,352.8,30.5,9,,2015-06-11T05:18:46,2015-06-11T22:01:32,0.81,Clear,Clear conditions throughout the day.,clear-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
