name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Amsterdam,2007-06-01,22.2,11.6,17.3,22.2,11.6,17.3,12.2,74.2,1.24,100,4.17,rain,0,0,11.2,20.5,35.9,1013.9,27.5,15.3,,,,,2007-06-01T05:24:47,2007-06-01T21:52:10,0.5,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2007-06-02,22.7,12,18.2,22.7,12,18.2,12.8,72.6,0,0,0,,0,0,35.6,22.7,35.5,1021,8.1,16.1,,,,,2007-06-02T05:23:57,2007-06-02T21:53:17,0.55,Clear,Clear conditions throughout the day.,clear-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2007-06-03,20.5,14.1,17.3,20.5,14.1,17.3,14.1,81.8,0,0,0,,0,0,14.8,14.2,43.6,1023,70.2,12.7,,,,,2007-06-03T05:23:10,2007-06-03T21:54:21,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2007-06-04,21.9,15.5,18.6,21.9,15.5,18.6,14.1,76.3,0,0,0,,0,0,40,24.8,40.4,1021.3,57.1,19.8,,,,,2007-06-04T05:22:25,2007-06-04T21:55:24,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2007-06-05,21.6,15.6,18.5,21.6,15.6,18.5,14,76.1,0,0,0,,0,0,40,26.2,34.9,1020.3,61.4,22.3,,,,,2007-06-05T05:21:44,2007-06-05T21:56:24,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2007-06-06,20,14.4,16.6,20,14.4,16.6,13.8,84.1,0,0,0,,0,0,35.6,21.1,9.3,1019,79.3,12,,,,,2007-06-06T05:21:06,2007-06-06T21:57:21,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2007-06-07,24.6,15.1,19.7,24.6,15.1,19.7,16.4,82.3,0,0,0,,0,0,14.8,21.4,25,1017.3,53.6,6.8,,,,,2007-06-07T05:20:31,2007-06-07T21:58:16,0.73,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2007-06-08,27.9,17.6,21.9,29.2,17.6,22.1,18.3,81,5.508,100,4.17,rain,0,0,72.6,23.3,17,1014.4,40.7,8.4,,,,,2007-06-08T05:19:59,2007-06-08T21:59:09,0.75,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2007-06-09,20.6,15.7,17.7,20.6,15.7,17.7,16.4,92.3,1.325,100,12.5,rain,0,0,24.4,13.4,264,1016.4,94.5,3.7,,,,,2007-06-09T05:19:31,2007-06-09T21:59:59,0.8,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2007-06-10,21.5,15.4,17.3,21.5,15.4,17.3,15.3,88.4,0,0,0,,0,0,18.4,15.9,312.6,1016.4,87.8,6.5,,,,,2007-06-10T05:19:05,2007-06-10T22:00:46,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
Amsterdam,2007-06-11,22.4,15.4,18.3,22.4,15.4,18.3,16.7,90.5,7.973,100,4.17,rain,0,0,14.2,17,327.8,1012.9,70.1,3.9,,,,,2007-06-11T05:18:43,2007-06-11T22:01:30,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06260099999,06348099999,06249099999,06240099999,06269099999,06257099999"
